Cascoon,268,268,0,Bug,,Bug,Bug,Shed Skin,Shed Skin,Shed Skin,50,35,55,25,25,15,7,Harden,7,Iron Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electroweb,Iron Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dustox,269,269,0,Bug,Poison,Bug,Bug,Shield Dust,Compound Eyes,Effect Spore,60,50,75,75,115,75,10,Gust,1,Bug Bite,1,Poison Sting,1,Harden,1,String Shot,1,Tackle,11,Confusion,13,Poison Powder,18,Psybeam,18,Silver Wind,20,Venoshock,24,Moonlight,25,Leech Life,27,Bug Buzz,30,Light Screen,33,Toxic,36,Tailwind,39,Protect,40,Quiver Dance,42,Whirlwind,45,Hurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Sunny Day,Hyper Beam,Light Screen,Protect,Giga Drain,Solar Beam,Psychic,Shadow Ball,Double Team,Reflect,Sludge Bomb,Aerial Ace,Attract,Thief,Roost,Energy Ball,Endure,Bug Buzz,Giga Impact,Flash,Hurricane,U-turn,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Electroweb,Dual Wingbeat,Laser Focus,Signal Beam,Ominous Wind,Iron Defense,Tailwind,Swift,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotad,270,270,0,Water,Grass,Water 1,Grass,Swift Swim,Rain Dish,Own Tempo,40,30,30,40,50,30,1,Growl,1,Astonish,1,Absorb,6,Water Gun,9,Bubble,10,Nature Power,13,Mega Drain,16,Flail,19,Bubble Beam,22,Giga Drain,25,Rain Dance,28,Mist,31,Zen Headbutt,34,Energy Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Bullet Seed,Sunny Day,Ice Beam,Blizzard,Protect,Rain Dance,Giga Drain,Solar Beam,Double Team,Attract,Thief,Brine,Energy Ball,Flash,Swords Dance,Grass Knot,Surf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Synthesis,Razor Leaf,Sweet Scent,Leech Seed,Tickle,Counter,Teeter Dance,Flail,Water Gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Uproar,Synthesis,Zen Headbutt,Seed Bomb,Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lombre,271,271,0,Water,Grass,Water 1,Grass,Swift Swim,Rain Dish,Own Tempo,60,50,50,60,70,50,1,Water Gun,1,Absorb,1,Growl,1,Astonish,1,Flail,1,Teeter Dance,9,Mist,9,Bubble,10,Nature Power,13,Mega Drain,14,Fake Out,16,Fury Swipes,20,Bubble Beam,24,Giga Drain,28,Uproar,32,Knock Off,36,Zen Headbutt,40,Energy Ball,43,Rain Dance,44,Hydro Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Bullet Seed,Sunny Day,Ice Beam,Blizzard,Protect,Rain Dance,Giga Drain,Solar Beam,Brick Break,Double Team,Rest,Attract,Thief,Brine,Energy Ball,Fling,Drain Punch,Flash,Swords Dance,Grass Knot,Surf,Strength,Rock Smash,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Synthesis,Razor Leaf,Sweet Scent,Leech Seed,Tickle,Counter,Teeter Dance,Flail,Water Gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Mud-Slap,Uproar,Synthesis,Fire Punch,Ice Punch,Thunder Punch,Dive,Zen Headbutt,Seed Bomb,Power-Up Punch,Icy Wind,Knock Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludicolo,272,272,0,Water,Grass,Water 1,Grass,Swift Swim,Rain Dish,Own Tempo,80,70,70,90,100,70,1,Water Gun,1,Absorb,1,Growl,1,Astonish,1,Flail,1,Weather Ball,9,Mist,9,Bubble,14,Nature Power,19,Mega Drain,19,Fake Out,24,Fury Swipes,29,Bubble Beam,34,Giga Drain,39,Teeter Dance,44,Uproar,49,Knock Off,54,Zen Headbutt,59,Energy Ball,64,Rain Dance,69,Hydro Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Water Pulse,Toxic,Hail,Bullet Seed,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Giga Drain,Solar Beam,Brick Break,Double Team,Rest,Attract,Thief,Brine,Focus Blast,Energy Ball,Fling,Drain Punch,Giga Impact,Flash,Swords Dance,Grass Knot,Surf,Strength,Rock Smash,Waterfall,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Synthesis,Razor Leaf,Sweet Scent,Leech Seed,Tickle,Counter,Teeter Dance,Flail,Water Gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Mud-Slap,Uproar,Synthesis,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Dive,Zen Headbutt,Seed Bomb,Power-Up Punch,Icy Wind,Knock Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seedot,273,273,0,Grass,,Field,Grass,Chlorophyll,Pickpocket,Early Bird,40,40,50,30,30,30,1,Harden,1,Tackle,1,Growth,3,Absorb,6,Astonish,10,Nature Power,12,Rollout,15,Mega Drain,15,Synthesis,18,Payback,20,Seed Bomb,25,Sunny Day,30,Sucker Punch,30,Explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Protect,Giga Drain,Solar Beam,Dig,Shadow Ball,Double Team,Attract,Energy Ball,False Swipe,Nasty Plot,Explosion,Payback,Flash,Swords Dance,Grass Knot,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leech Seed,Quick Attack,Take Down,Worry Seed,Night Slash,Amnesia,Power Swap,Foul Play,Beat Up,Grassy Terrain,Razor Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Worry Seed,Self-Destruct,Spite,Synthesis,Seed Bomb,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuzleaf,274,274,0,Grass,Dark,Field,Grass,Chlorophyll,Pickpocket,Unburden,70,70,40,60,40,60,14,Razor Leaf,1,Astonish,1,Absorb,1,Harden,1,Tackle,1,Synthesis,17,Fake Out,1,Air Cutter,1,Growth,1,Pound,10,Nature Power,12,Rollout,18,Mega Drain,20,Torment,20,Razor Wind,24,Payback,24,Feint Attack,26,Leaf Blade,32,Swagger,35,Extrasensory,36,Sunny Day,50,Sucker Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Hyper Beam,Protect,Giga Drain,Solar Beam,Low Sweep,Dig,Shadow Ball,Brick Break,Double Team,Rock Tomb,Torment,Attract,Thief,Energy Ball,False Swipe,Fling,Nasty Plot,Explosion,Payback,Flash,Swords Dance,Psych Up,Snarl,Dark Pulse,Rock Slide,Grass Knot,Cut,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leech Seed,Quick Attack,Take Down,Worry Seed,Night Slash,Amnesia,Power Swap,Foul Play,Beat Up,Grassy Terrain,Razor Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Worry Seed,Mud-Slap,Self-Destruct,Fury Cutter,Spite,Synthesis,Seed Bomb,Swift,Low Kick,Power-Up Punch,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiftry,275,275,0,Grass,Dark,Field,Grass,Chlorophyll,Pickpocket,Unburden,90,100,60,90,60,80,1,Astonish,1,Absorb,1,Harden,1,Tackle,1,Air Cutter,15,Razor Leaf,1,Growth,1,Pound,1,Weather Ball,10,Nature Power,15,Rollout,20,Fake Out,25,Mega Drain,25,Torment,30,Razor Wind,35,Payback,35,Feint Attack,40,Leaf Blade,45,Swagger,50,Extrasensory,55,Sunny Day,60,Hurricane,65,Leaf Storm,70,Sucker Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Hyper Beam,Protect,Giga Drain,Solar Beam,Low Sweep,Dig,Shadow Ball,Brick Break,Double Team,Rock Tomb,Aerial Ace,Torment,Attract,Thief,Focus Blast,Energy Ball,False Swipe,Fling,Endure,Nasty Plot,Explosion,Payback,Giga Impact,Flash,Swords Dance,Psych Up,Snarl,Dark Pulse,Rock Slide,X-Scissor,Grass Knot,Hurricane,Cut,Strength,Defog,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leech Seed,Quick Attack,Take Down,Worry Seed,Night Slash,Amnesia,Power Swap,Foul Play,Beat Up,Grassy Terrain,Razor Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Rollout,Worry Seed,Mud-Slap,Self-Destruct,Fury Cutter,Spite,Synthesis,Ominous Wind,Bounce,Tailwind,Seed Bomb,Swift,Low Kick,Power-Up Punch,Icy Wind,Knock Off,Sucker Punch,Foul Play,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taillow,276,276,0,Normal,Flying,Flying,Flying,Guts,Scrappy,Big Pecks,40,55,30,30,30,85,1,Growl,1,Peck,7,Focus Energy,10,Quick Attack,13,Wing Attack,16,Double Team,19,Aerial Ace,22,Reversal,25,Quick Guard,25,Agility,28,U-turn,31,Air Slash,34,Endeavor,37,Brave Bird,40,Hurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Hidden Power,Sunny Day,Protect,Rain Dance,Double Team,Aerial Ace,Attract,Thief,Steel Wing,Roost,Endure,Hurricane,U-turn,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supersonic,Sky Attack,Whirlwind,Brave Bird,Boomburst,Hurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Ominous Wind,Sky Attack,Tailwind,Swift,Heat Wave,Endeavor,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swellow,277,277,0,Normal,Flying,Flying,Flying,Guts,Scrappy,Gale Wings,60,90,60,80,50,125,7,Focus Energy,1,Growl,1,Peck,1,Pluck,1,Extreme Speed,10,Quick Attack,13,Wing Attack,16,Double Team,19,Aerial Ace,23,Reversal,27,Agility,27,Quick Guard,31,U-turn,35,Air Slash,39,Endeavor,43,Brave Bird,47,Hurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Hidden Power,Sunny Day,Hyper Beam,Protect,Rain Dance,Double Team,Aerial Ace,Attract,Thief,Steel Wing,Roost,Endure,Giga Impact,Hurricane,U-turn,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supersonic,Sky Attack,Whirlwind,Brave Bird,Boomburst,Hurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Laser Focus,Ominous Wind,Sky Attack,Tailwind,Swift,Heat Wave,Endeavor,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wingull,278,278,0,Water,Flying,Water 1,Flying,Hydration,Keen Eye,Rain Dish,40,30,30,55,30,85,1,Water Gun,1,Growl,1,Quick Attack,7,Supersonic,10,Wing Attack,13,Water Pulse,16,Mist,19,Air Cutter,25,Aerial Ace,28,Roost,31,Air Slash,34,Tailwind,37,Uproar,40,Agility,43,Hurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Ice Beam,Blizzard,Protect,Rain Dance,Double Team,Shock Wave,Aerial Ace,Attract,Thief,Steel Wing,Brine,Roost,Scald,Endure,Hurricane,U-turn,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twister,Gust,Aqua Ring,Knock Off,Soak,Wide Guard,Air Cutter,Mist,Agility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Uproar,Ominous Wind,Sky Attack,Tailwind,Swift,Icy Wind,Knock Off,Liquidation,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelipper,279,279,0,Water,Flying,Water 1,Flying,Drizzle,Keen Eye,Rain Dish,60,50,110,95,80,65,7,Supersonic,38,Tailwind,1,Water Gun,1,Growl,34,Air Slash,1,Agility,1,Quick Attack,1,Soak,46,Hydro Pump,10,Wing Attack,13,Water Pulse,16,Mist,19,Air Cutter,22,Fling,25,Protect,26,Stockpile,26,Swallow,26,Spit Up,30,Roost,42,Uproar,50,Hurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Double Team,Shock Wave,Aerial Ace,Attract,Thief,Steel Wing,Brine,Roost,Scald,Fling,Endure,Payback,Giga Impact,Hurricane,U-turn,Fly,Surf,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twister,Gust,Aqua Ring,Knock Off,Soak,Wide Guard,Air Cutter,Mist,Agility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Uproar,Ominous Wind,Sky Attack,Tailwind,Seed Bomb,Swift,Icy Wind,Knock Off,Liquidation,Twister,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralts,280,280,0,Psychic,Fairy,Human-Like,Amorphous,Synchronize,Trace,Telepathy,28,25,25,65,55,40,1,Growl,1,Teleport,1,Confusion,7,Disarming Voice,13,Psybeam,16,Draining Kiss,19,Magical Leaf,21,Life Dew,22,Hypnosis,25,Psychic,28,Calm Mind,31,Moonblast,33,Heal Pulse,34,Imprison,37,Charm,40,Dream Eater,43,Future Sight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calm Mind,Toxic,Sunny Day,Taunt,Light Screen,Protect,Rain Dance,Safeguard,Dream Eater,Thunderbolt,Psychic,Shadow Ball,Double Team,Reflect,Shock Wave,Torment,Rest,Attract,Thief,Skill Swap,Fling,Wild Charge,Will-O-Wisp,Recycle,Flash,Thunder Wave,Psych Up,Dazzling Gleam,Grass Knot,Trick Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disable,Mean Look,Memento,Destiny Bond,Grudge,Shadow Sneak,Confuse Ray,Knock Off,Encore,Misty Terrain,Ally Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Ally Switch,Mud-Slap,Signal Beam,Fire Punch,Ice Punch,Thunder Punch,Magic Room,Wonder Room,Zen Headbutt,Magic Coat,Pain Split,Swift,Trick,Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirlia,281,281,0,Psychic,Fairy,Human-Like,Amorphous,Synchronize,Trace,Telepathy,38,35,35,95,85,50,1,Confusion,1,Growl,1,Teleport,7,Disarming Voice,13,Psybeam,16,Draining Kiss,19,Magical Leaf,23,Hypnosis,23,Life Dew,27,Psychic,31,Calm Mind,35,Moonblast,39,Imprison,43,Heal Pulse,43,Charm,47,Dream Eater,51,Future Sight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calm Mind,Toxic,Sunny Day,Taunt,Light Screen,Protect,Rain Dance,Safeguard,Dream Eater,Thunderbolt,Psychic,Shadow Ball,Double Team,Reflect,Shock Wave,Torment,Rest,Attract,Thief,Skill Swap,Fling,Wild Charge,Will-O-Wisp,Recycle,Flash,Thunder Wave,Psych Up,Dazzling Gleam,Grass Knot,Trick Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disable,Mean Look,Memento,Destiny Bond,Grudge,Shadow Sneak,Confuse Ray,Knock Off,Encore,Misty Terrain,Ally Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Ally Switch,Mud-Slap,Signal Beam,Fire Punch,Ice Punch,Thunder Punch,Magic Room,Wonder Room,Zen Headbutt,Magic Coat,Pain Split,Swift,Trick,Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardevoir,282,282,0,Psychic,Fairy,Human-Like,Amorphous,Synchronize,Trace,Pixilate,68,65,65,125,115,80,0,Dazzling Gleam,1,Confusion,1,Growl,1,Charm,1,Healing Wish,1,Misty Terrain,1,Aura Sphere,1,Teleport,7,Disarming Voice,10,Wish,13,Psybeam,16,Draining Kiss,19,Magical Leaf,23,Hypnosis,23,Life Dew,27,Psychic,32,Calm Mind,37,Moonblast,42,Imprison,49,Heal Pulse,52,Future Sight,57,Dream Eater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calm Mind,Toxic,Sunny Day,Taunt,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Dream Eater,Thunderbolt,Psychic,Shadow Ball,Double Team,Reflect,Shock Wave,Torment,Rest,Attract,Thief,Skill Swap,Focus Blast,Energy Ball,Fling,Wild Charge,Will-O-Wisp,Recycle,Giga Impact,Flash,Thunder Wave,Psych Up,Dazzling Gleam,Grass Knot,Trick Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disable,Mean Look,Memento,Destiny Bond,Grudge,Shadow Sneak,Confuse Ray,Knock Off,Encore,Misty Terrain,Ally Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Ally Switch,Mud-Slap,Laser Focus,Heal Bell,Signal Beam,Fire Punch,Ice Punch,Thunder Punch,Magic Room,Wonder Room,Zen Headbutt,Magic Coat,Pain Split,Swift,Trick,Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surskit,283,283,0,Bug,Water,Water 1,Bug,Swift Swim,Swift Swim,Rain Dish,40,30,30,55,55,65,1,Water Gun,1,Sweet Scent,1,Quick Attack,6,Bug Bite,9,Bubble,12,Mud Shot,14,Soak,15,Bubble Beam,18,Agility,24,Psybeam,27,Aqua Jet,30,Mist,30,Haze,33,Baton Pass,36,Hydro Pump,38,Sticky Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Sunny Day,Ice Beam,Blizzard,Protect,Rain Dance,Giga Drain,Solar Beam,Shadow Ball,Double Team,Attract,Thief,Brine,Bug Buzz,Flash,Psych Up,Surf,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mud Shot,Psybeam,Hydro Pump,Mind Reader,Bug Bite,Aqua Jet,Fell Stinger,Power Split,Lunge,Signal Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Mud-Slap,Signal Beam,Swift,Icy Wind,Liquidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masquerain,284,284,0,Bug,Water,Water 1,Bug,Intimidate,Intimidate,Unnerve,70,50,50,110,100,100,1,Sticky Web,1,Baton Pass,1,Aqua Jet,1,Haze,1,Mist,1,Ominous Wind,18,Agility,15,Bubble Beam,1,Water Gun,1,Sweet Scent,1,Quick Attack,12,Whirlwind,52,Quiver Dance,1,Gust,6,Bug Bite,9,Bubble,14,Soak,22,Air Cutter,22,Scary Face,25,Psybeam,32,Supersonic,32,Silver Wind,33,Stun Spore,37,Air Slash,41,Hydro Pump,45,Bug Buzz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Giga Drain,Solar Beam,Shadow Ball,Double Team,Aerial Ace,Attract,Thief,Brine,Roost,Energy Ball,Endure,Bug Buzz,Giga Impact,Flash,Psych Up,Hurricane,U-turn,Fly,Surf,Defog,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mud Shot,Psybeam,Hydro Pump,Mind Reader,Bug Bite,Aqua Jet,Fell Stinger,Power Split,Lunge,Signal Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Signal Beam,Ominous Wind,Tailwind,Swift,Icy Wind,Liquidation,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
