Name,PokemonID,MonsNo,FormNo,Type 1,Type 2,Egg Group 1,Egg Group 2,Ability1,Ability2,Ability3,HP,Attack,Defense,Special Attack,Special Defense,Speed,Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TM Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tutor Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meditite,307,307,0,Fighting,Psychic,Human-Like,Human-Like,Pure Power,Pure Power,Telepathy,30,40,55,40,55,60,1,Pound,4,Low Kick,7,Confusion,9,Detect,12,Endure,15,Feint,17,Force Palm,20,Psybeam,23,Calm Mind,25,Mind Reader,28,High Jump Kick,31,Psych Up,33,Acupressure,36,Power Trick,39,Reversal,41,Recover,44,Counter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Calm Mind,Bulk Up,Work Up,Sunny Day,Light Screen,Protect,Rain Dance,Low Sweep,Psychic,Shadow Ball,Brick Break,Double Team,Reflect,Rock Tomb,Facade,Rest,Attract,Focus Blast,Fling,Endure,Drain Punch,Recycle,Flash,Psych Up,Rock Slide,Sleep Talk,Poison Jab,Dream Eater,Grass Knot,Swagger,Substitute,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire Punch,Thunder Punch,Ice Punch,Fake Out,Baton Pass,Dynamic Punch,Power Swap,Guard Swap,Psycho Cut,Bullet Punch,Quick Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Mud-Slap,Signal Beam,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Role Play,Zen Headbutt,Magic Coat,Pain Split,Swift,Low Kick,Trick,Vacuum Wave,Gravity,Power-Up Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicham,308,308,0,Fighting,Psychic,Human-Like,Human-Like,Pure Power,Pure Power,Telepathy,60,60,75,60,75,80,1,Zen Headbutt,1,Fire Punch,1,Thunder Punch,1,Ice Punch,1,Pound,7,Confusion,9,Detect,4,Low Kick,12,Endure,15,Feint,17,Force Palm,20,Psybeam,23,Calm Mind,25,Mind Reader,28,High Jump Kick,31,Psych Up,33,Acupressure,36,Power Trick,42,Reversal,47,Recover,53,Counter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Calm Mind,Bulk Up,Work Up,Sunny Day,Hyper Beam,Light Screen,Protect,Rain Dance,Low Sweep,Psychic,Shadow Ball,Brick Break,Double Team,Reflect,Rock Tomb,Facade,Rest,Attract,Focus Blast,Energy Ball,Fling,Endure,Drain Punch,Recycle,Giga Impact,Flash,Psych Up,Rock Slide,Sleep Talk,Poison Jab,Dream Eater,Grass Knot,Swagger,Substitute,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Mud-Slap,Laser Focus,Signal Beam,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Role Play,Zen Headbutt,Magic Coat,Pain Split,Swift,Low Kick,Trick,Vacuum Wave,Gravity,Power-Up Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrike,309,309,0,Electric,,Field,Field,Static,Lightning Rod,Minus,40,45,40,65,40,65,1,Tackle,1,Thunder Wave,4,Leer,8,Howl,12,Quick Attack,16,Shock Wave,20,Bite,24,Thunder Fang,28,Roar,32,Discharge,36,Charge,40,Wild Charge,44,Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Light Screen,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Double Team,Shock Wave,Flamethrower,Facade,Volt Switch,Rest,Attract,Thief,Charge Beam,Endure,Flash,Thunder Wave,Snarl,Sleep Talk,Swagger,Substitute,Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Headbutt,Curse,Switcheroo,Spark,Crunch,Uproar,Swift,Discharge,Ice Fang,Fire Fang,Thunder Fang,Electro Ball,Eerie Impulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Mud-Slap,Uproar,Signal Beam,Magnet Rise,Swift,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manectric,310,310,0,Electric,,Field,Field,Static,Lightning Rod,Minus,70,75,60,105,60,105,1,Fire Fang,1,Tackle,1,Thunder Wave,1,Leer,1,Howl,12,Quick Attack,16,Shock Wave,20,Bite,24,Thunder Fang,30,Roar,36,Discharge,42,Charge,48,Wild Charge,54,Thunder,60,Electric Terrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Hyper Beam,Light Screen,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Double Team,Shock Wave,Flamethrower,Facade,Volt Switch,Rest,Attract,Thief,Overheat,Charge Beam,Endure,Giga Impact,Flash,Thunder Wave,Snarl,Sleep Talk,Swagger,Substitute,Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Mud-Slap,Laser Focus,Uproar,Signal Beam,Magnet Rise,Swift,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plusle,311,311,0,Electric,,Fairy,Fairy,Plus,Plus,Lightning Rod,60,50,40,85,75,95,1,Nuzzle,1,Play Nice,1,Growl,1,Thunder Wave,1,Quick Attack,4,Helping Hand,7,Spark,10,Encore,13,Skill Swap,16,Swift,19,Electro Ball,22,Copycat,25,Charm,28,Charge,31,Discharge,34,Baton Pass,37,Agility,40,Last Resort,43,Thunder,46,Nasty Plot,49,Entrainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Light Screen,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Double Team,Shock Wave,Facade,Volt Switch,Rest,Attract,Skill Swap,Fling,Charge Beam,Endure,Nasty Plot,Flash,Thunder Wave,Sleep Talk,Grass Knot,Swagger,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wish,Sing,Sweet Kiss,Discharge,Charm,Fake Tears,Tearful Look,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Rollout,Electroweb,Mud-Slap,Uproar,Signal Beam,Thunder Punch,Magnet Rise,Seismic Toss,Swift,Zap Cannon,Last Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minun,312,312,0,Electric,,Fairy,Fairy,Minus,Minus,Volt Absorb,60,40,50,75,85,95,1,Nuzzle,1,Play Nice,1,Growl,1,Thunder Wave,1,Quick Attack,4,Helping Hand,7,Spark,10,Encore,13,Switcheroo,16,Swift,19,Electro Ball,22,Copycat,25,Fake Tears,28,Charge,31,Discharge,34,Baton Pass,37,Agility,40,Last Resort,43,Thunder,46,Nasty Plot,49,Entrainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Light Screen,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Double Team,Shock Wave,Facade,Volt Switch,Rest,Attract,Fling,Charge Beam,Endure,Nasty Plot,Flash,Thunder Wave,Sleep Talk,Grass Knot,Swagger,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wish,Sing,Sweet Kiss,Discharge,Charm,Fake Tears,Tearful Look,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Rollout,Electroweb,Mud-Slap,Uproar,Signal Beam,Thunder Punch,Magnet Rise,Seismic Toss,Swift,Zap Cannon,Last Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volbeat,313,313,0,Bug,,Bug,Human-Like,Illuminate,Swarm,Prankster,65,73,75,47,85,85,1,Play Nice,1,Tackle,5,Double Team,8,Confuse Ray,12,Quick Attack,15,Struggle Bug,19,Moonlight,22,Tail Glow,26,Encore,29,Protect,33,Zen Headbutt,36,Helping Hand,40,Bug Buzz,43,Play Rough,47,Double-Edge,50,Infestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Water Pulse,Sunny Day,Light Screen,Protect,Rain Dance,Giga Drain,Dazzling Gleam,Solar Beam,Thunderbolt,Thunder,Shadow Ball,Brick Break,Double Team,Shock Wave,Aerial Ace,Facade,Rest,Attract,Thief,Roost,Fling,Charge Beam,Endure,Bug Buzz,Flash,Thunder Wave,Psych Up,Sleep Talk,Swagger,U-turn,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baton Pass,Trick,Encore,Seismic Toss,Lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Signal Beam,Ominous Wind,Ice Punch,Thunder Punch,Seismic Toss,Tailwind,Zen Headbutt,Swift,Trick,Power-Up Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illumise,314,314,0,Bug,,Bug,Human-Like,Oblivious,Tinted Lens,Prankster,65,47,75,73,85,85,1,Play Nice,1,Tackle,5,Sweet Scent,9,Charm,12,Quick Attack,15,Struggle Bug,19,Moonlight,22,Wish,26,Encore,29,Flatter,33,Zen Headbutt,36,Helping Hand,40,Bug Buzz,43,Play Rough,47,Covet,50,Infestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Water Pulse,Sunny Day,Light Screen,Protect,Rain Dance,Giga Drain,Dazzling Gleam,Solar Beam,Thunderbolt,Thunder,Shadow Ball,Brick Break,Double Team,Shock Wave,Aerial Ace,Facade,Rest,Attract,Thief,Roost,Fling,Charge Beam,Endure,Bug Buzz,Flash,Thunder Wave,Psych Up,Sleep Talk,Swagger,U-turn,Substitute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baton Pass,Growth,Encore,Fake Tears,Confuse Ray,Aromatherapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Air Cutter,Mud-Slap,Ominous Wind,Ice Punch,Thunder Punch,Seismic Toss,Tailwind,Zen Headbutt,Swift,Power-Up Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roselia,315,315,0,Grass,Poison,Fairy,Grass,Natural Cure,Poison Point,Leaf Guard,50,60,45,100,80,65,1,Poison Sting,1,Absorb,1,Growth,1,Stun Spore,1,Worry Seed,5,Mega Drain,10,Leech Seed,15,Magical Leaf,20,Toxic Spikes,25,Sweet Scent,30,Giga Drain,35,Synthesis,40,Toxic,45,Petal Blizzard,50,Aromatherapy,55,Ingrain,60,Petal Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Protect,Rain Dance,Giga Drain,Dazzling Gleam,Solar Beam,Shadow Ball,Double Team,Sludge Bomb,Facade,Rest,Attract,Energy Ball,Endure,Flash,Swords Dance,Psych Up,Sleep Talk,Poison Jab,Grass Knot,Swagger,Substitute,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cotton Spore,Sleep Powder,Razor Leaf,Extrasensory,Life Dew,Spikes,Synthesis,Pin Missile,Mind Reader,Leaf Storm,Seed Bomb,Power Whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Worry Seed,Mud-Slap,Spikes,Fury Cutter,Synthesis,Seed Bomb,Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gulpin,316,316,0,Poison,,Amorphous,Amorphous,Liquid Ooze,Sticky Hold,Gluttony,70,43,53,43,53,40,1,Pound,5,Yawn,8,Poison Gas,10,Sludge,12,Amnesia,17,Acid Spray,20,Encore,25,Toxic,28,Stockpile,28,Spit Up,28,Swallow,33,Sludge Bomb,36,Gastro Acid,41,Belch,44,Pain Split,49,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Bullet Seed,Sunny Day,Ice Beam,Protect,Rain Dance,Solar Beam,Shadow Ball,Double Team,Shock Wave,Sludge Bomb,Facade,Rest,Attract,Endure,Explosion,Sleep Talk,Dream Eater,Swagger,Substitute,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acid Armor,Smog,Pain Split,Curse,Destiny Bond,Mud-Slap,Gunk Shot,Venom Drench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Rollout,Mud-Slap,Self-Destruct,Gastro Acid,Fire Punch,Ice Punch,Thunder Punch,Seed Bomb,Pain Split,Power-Up Punch,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,317,317,0,Poison,,Amorphous,Amorphous,Liquid Ooze,Sticky Hold,Gluttony,100,73,83,73,83,55,1,Body Slam,1,Venom Drench,61,Gunk Shot,1,Pound,5,Yawn,8,Poison Gas,10,Sludge,12,Amnesia,17,Acid Spray,20,Encore,25,Toxic,30,Stockpile,30,Spit Up,30,Swallow,37,Sludge Bomb,42,Gastro Acid,49,Belch,54,Pain Split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Bullet Seed,Sunny Day,Ice Beam,Hyper Beam,Protect,Rain Dance,Solar Beam,Earthquake,Shadow Ball,Double Team,Shock Wave,Sludge Bomb,Facade,Rest,Attract,Endure,Explosion,Giga Impact,Sleep Talk,Bulldoze,Dream Eater,Swagger,Substitute,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Mud-Slap,Block,Self-Destruct,Gastro Acid,Fire Punch,Ice Punch,Thunder Punch,Seed Bomb,Pain Split,Power-Up Punch,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carvanha,318,318,0,Water,Dark,Water 2,Water 2,Rough Skin,Rough Skin,Speed Boost,45,90,20,65,20,65,1,Aqua Jet,1,Leer,4,Poison Fang,8,Focus Energy,12,Scary Face,16,Bite,20,Ice Fang,24,Screech,28,Swagger,32,Crunch,36,Agility,40,Liquidation,44,Take Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Hail,Taunt,Ice Beam,Blizzard,Protect,Rain Dance,Double Team,Torment,Facade,Rest,Attract,Thief,Scald,Brine,Endure,Payback,Snarl,Dark Pulse,Sleep Talk,Swagger,Substitute,Surf,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ancient Power,Destiny Bond,Double-Edge,Thrash,Hydro Pump,Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Mud-Slap,Fury Cutter,Spite,Uproar,Ancient Power,Dive,Bounce,Zen Headbutt,Swift,Icy Wind,Super Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharpedo,319,319,0,Water,Dark,Water 2,Water 2,Rough Skin,Rough Skin,Speed Boost,70,120,40,95,40,95,1,Slash,1,Night Slash,1,Aqua Jet,1,Leer,1,Poison Fang,1,Focus Energy,12,Scary Face,16,Bite,20,Ice Fang,24,Screech,28,Swagger,34,Crunch,40,Agility,46,Liquidation,52,Take Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Roar,Hail,Taunt,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Earthquake,Double Team,Rock Tomb,Torment,Facade,Rest,Attract,Thief,Scald,Brine,Endure,Payback,Giga Impact,Avalanche,Snarl,Dark Pulse,Sleep Talk,Bulldoze,Poison Jab,Swagger,Substitute,Surf,Strength,Rock Smash,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Mud-Slap,Fury Cutter,Spite,Uproar,Ancient Power,Dive,Bounce,Zen Headbutt,Swift,Icy Wind,Liquidation,Super Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wailmer,320,320,0,Water,,Field,Water 2,Water Veil,Oblivious,Pressure,130,70,35,70,35,60,1,Splash,3,Growl,6,Astonish,12,Water Gun,15,Mist,18,Water Pulse,21,Heavy Slam,24,Brine,27,Whirlpool,30,Dive,33,Bounce,36,Body Slam,39,Rest,42,Amnesia,45,Hydro Pump,48,Water Spout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Roar,Hail,Ice Beam,Blizzard,Protect,Rain Dance,Earthquake,Double Team,Rock Tomb,Facade,Rest,Attract,Scald,Brine,Endure,Avalanche,Sleep Talk,Bulldoze,Swagger,Substitute,Surf,Strength,Rock Smash,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double-Edge,Thrash,Curse,Fissure,Tickle,Defense Curl,Rollout,Aqua Ring,Soak,Snore,Body Slam,Zen Headbutt,Clear Smog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Self-Destruct,Dive,Bounce,Zen Headbutt,Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wailord,321,321,0,Water,,Field,Water 2,Water Veil,Oblivious,Pressure,170,90,45,90,45,60,1,Soak,1,Noble Roar,1,Splash,1,Growl,1,Astonish,1,Water Gun,15,Mist,18,Water Pulse,21,Heavy Slam,24,Brine,27,Whirlpool,30,Dive,33,Bounce,36,Body Slam,39,Rest,44,Amnesia,49,Hydro Pump,54,Water Spout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Roar,Hail,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Earthquake,Double Team,Rock Tomb,Facade,Rest,Attract,Scald,Brine,Endure,Giga Impact,Avalanche,Sleep Talk,Bulldoze,Swagger,Substitute,Surf,Strength,Rock Smash,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Rollout,Block,Self-Destruct,Dive,Bounce,Zen Headbutt,Iron Head,Icy Wind,Liquidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Numel,322,322,0,Fire,Ground,Field,Field,Oblivious,Simple,Own Tempo,60,60,40,65,45,35,1,Growl,1,Tackle,5,Ember,8,Focus Energy,12,Bulldoze,15,Flame Wheel,19,Amnesia,22,Lava Plume,26,Earth Power,29,Curse,31,Take Down,36,Yawn,40,Earthquake,43,Flamethrower,47,Double-Edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunny Day,Protect,Earthquake,Dig,Double Team,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Facade,Rest,Attract,Overheat,Endure,Will-O-Wisp,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Howl,Scary Face,Body Slam,Rollout,Defense Curl,Stomp,Yawn,Ancient Power,Heat Wave,Stockpile,Swallow,Spit Up,Iron Head,Growth,Heavy Slam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,After You,Bulldoze,Rollout,Mud-Slap,Iron Head,Scorching Sands,Heat Wave,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
